CustomerAlternateKey	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age	BikeBuyer
AW00021867	M	M	90000.00	5	0	Partial High School	Skilled Manual	1	2	10+ Miles	Europe	70	0
AW00021868	M	F	100000.00	3	4	High School	Management	1	4	10+ Miles	Europe	71	0
AW00021869	M	F	100000.00	3	4	Partial High School	Professional	1	4	5-10 Miles	Europe	71	0
AW00021870	M	F	130000.00	5	5	Partial High School	Professional	1	4	10+ Miles	Europe	71	0
AW00021871	S	M	60000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	42	0
AW00021872	S	F	60000.00	0	0	Bachelors	Professional	0	4	2-5 Miles	Pacific	42	0
AW00021873	M	F	70000.00	0	0	Bachelors	Professional	1	2	10+ Miles	Pacific	43	1
AW00021874	M	F	70000.00	0	0	Bachelors	Professional	0	2	10+ Miles	Pacific	42	1
AW00021875	S	M	70000.00	0	0	Bachelors	Professional	0	2	10+ Miles	Pacific	42	1
AW00021876	S	M	70000.00	0	0	Bachelors	Professional	0	2	10+ Miles	Pacific	42	1
AW00021877	S	M	80000.00	0	0	Bachelors	Professional	1	2	10+ Miles	Pacific	42	1
AW00021878	M	M	80000.00	0	0	Bachelors	Professional	1	2	10+ Miles	Pacific	42	1
AW00021879	S	M	70000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	44	0
AW00021880	M	M	70000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	44	0
AW00021881	S	F	80000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	43	0
AW00021882	S	M	90000.00	0	0	Bachelors	Professional	1	2	10+ Miles	Pacific	43	1
AW00021883	S	F	70000.00	0	0	Bachelors	Professional	0	4	10+ Miles	Pacific	44	0
AW00021884	M	F	80000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	45	0
AW00021885	S	M	90000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	43	1
AW00021886	S	F	100000.00	0	5	High School	Management	1	2	10+ Miles	Pacific	44	1
AW00021887	M	F	80000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	46	0
AW00021888	S	M	100000.00	0	5	High School	Management	1	2	10+ Miles	Pacific	45	1
AW00021889	M	F	110000.00	0	5	Partial College	Management	1	3	10+ Miles	Pacific	45	1
AW00021890	M	F	120000.00	0	5	Partial High School	Professional	1	4	10+ Miles	Pacific	45	0
AW00021891	M	F	110000.00	0	5	High School	Management	1	3	10+ Miles	Pacific	46	1
AW00021892	M	F	100000.00	0	5	High School	Management	1	3	10+ Miles	Pacific	47	1
AW00021893	S	F	100000.00	0	5	High School	Management	1	4	10+ Miles	Pacific	47	1
AW00021894	S	M	90000.00	0	0	Bachelors	Professional	0	4	10+ Miles	Pacific	47	1
AW00021895	S	F	90000.00	0	0	Bachelors	Professional	0	4	10+ Miles	Pacific	48	1
AW00021896	M	M	100000.00	0	5	High School	Management	1	4	10+ Miles	Pacific	48	0
AW00021897	M	M	110000.00	0	5	Partial High School	Professional	0	4	10+ Miles	Pacific	47	1
AW00021898	M	M	110000.00	0	5	Partial High School	Professional	1	4	10+ Miles	Pacific	47	0
AW00021899	M	F	110000.00	0	5	Partial High School	Professional	1	4	10+ Miles	Pacific	47	1
AW00021900	S	M	80000.00	4	3	Partial College	Professional	1	2	2-5 Miles	North America	54	0
AW00021901	M	F	90000.00	5	5	Partial College	Professional	1	3	0-1 Miles	North America	54	0
AW00021902	S	F	130000.00	2	2	Graduate Degree	Management	0	2	1-2 Miles	North America	54	0
AW00021903	S	M	70000.00	3	2	Partial College	Professional	1	0	5-10 Miles	North America	62	1
AW00021904	M	M	70000.00	4	3	Partial College	Professional	1	0	5-10 Miles	North America	62	0
AW00021905	M	M	50000.00	2	0	Graduate Degree	Management	1	2	1-2 Miles	North America	84	0
AW00021906	M	F	50000.00	2	0	Graduate Degree	Management	1	2	1-2 Miles	North America	84	0
AW00021907	M	F	60000.00	2	0	Graduate Degree	Management	1	2	5-10 Miles	North America	84	0
AW00021908	M	F	60000.00	2	0	Graduate Degree	Management	1	2	1-2 Miles	North America	84	0
AW00021909	M	F	160000.00	1	1	Bachelors	Management	1	4	1-2 Miles	North America	84	1
AW00021910	S	F	30000.00	0	0	Partial College	Clerical	0	1	2-5 Miles	Europe	44	1
AW00021911	S	F	20000.00	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	37	0
AW00021912	S	F	20000.00	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	38	1
AW00021913	S	M	20000.00	0	0	Partial High School	Manual	0	2	1-2 Miles	Europe	38	0
AW00021914	S	F	20000.00	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	38	0
AW00021915	M	M	70000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	56	1
AW00021916	M	M	40000.00	4	3	High School	Skilled Manual	1	2	0-1 Miles	North America	57	0
AW00021917	M	M	40000.00	4	3	High School	Skilled Manual	1	3	10+ Miles	North America	57	0
AW00021918	S	F	40000.00	4	3	High School	Skilled Manual	1	3	5-10 Miles	North America	57	0
AW00021919	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57	1
AW00021920	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57	1
AW00021921	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	North America	57	1
AW00021922	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	56	1
AW00021923	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	North America	57	1
AW00021924	M	M	40000.00	4	2	High School	Skilled Manual	1	2	2-5 Miles	North America	58	1
AW00021925	S	F	40000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	North America	58	0
AW00021926	S	F	60000.00	0	0	Graduate Degree	Professional	0	1	2-5 Miles	North America	51	1
AW00021927	S	F	60000.00	0	0	Graduate Degree	Professional	0	1	2-5 Miles	North America	51	1
AW00021928	S	M	60000.00	0	0	Graduate Degree	Professional	1	1	2-5 Miles	North America	51	1
AW00021929	S	F	60000.00	0	0	Graduate Degree	Professional	0	1	2-5 Miles	North America	50	1
AW00021930	S	F	60000.00	0	0	Graduate Degree	Professional	1	1	2-5 Miles	North America	51	1
AW00021931	M	M	60000.00	1	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	58	1
AW00021932	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	58	1
AW00021933	M	F	60000.00	4	3	Bachelors	Professional	1	0	2-5 Miles	North America	59	0
AW00021934	M	F	60000.00	4	3	Bachelors	Professional	1	0	0-1 Miles	North America	59	0
AW00021935	M	F	60000.00	4	3	Bachelors	Professional	0	0	0-1 Miles	North America	59	0
AW00021936	M	F	60000.00	4	3	Bachelors	Professional	0	0	0-1 Miles	North America	58	0
AW00021937	S	F	60000.00	4	3	Bachelors	Professional	1	0	2-5 Miles	North America	58	1
AW00021938	M	F	60000.00	4	3	Bachelors	Professional	1	1	2-5 Miles	North America	59	0
AW00021939	M	M	70000.00	2	0	Graduate Degree	Professional	1	1	2-5 Miles	North America	59	1
AW00021940	M	M	90000.00	5	0	Graduate Degree	Professional	1	0	0-1 Miles	North America	59	1
AW00021941	S	F	60000.00	3	2	Bachelors	Professional	0	1	0-1 Miles	North America	60	1
AW00021942	M	F	80000.00	5	0	Graduate Degree	Professional	1	0	0-1 Miles	North America	60	1
AW00021943	S	F	80000.00	4	4	Graduate Degree	Management	1	0	0-1 Miles	Pacific	49	1
AW00021944	M	F	90000.00	1	0	Graduate Degree	Management	1	0	0-1 Miles	Pacific	49	1
AW00021945	S	F	90000.00	1	0	Graduate Degree	Management	1	0	0-1 Miles	Pacific	49	1
AW00021946	M	F	90000.00	2	0	Bachelors	Professional	1	0	1-2 Miles	Pacific	49	1
AW00021947	M	F	90000.00	2	0	Bachelors	Professional	1	0	0-1 Miles	Pacific	49	1
AW00021948	M	F	100000.00	1	0	Graduate Degree	Management	1	0	0-1 Miles	Pacific	49	1
AW00021949	S	M	100000.00	1	0	Graduate Degree	Management	0	0	0-1 Miles	Pacific	49	1
AW00021950	S	M	100000.00	1	0	Graduate Degree	Management	1	0	0-1 Miles	Pacific	49	1
AW00021951	S	M	80000.00	4	4	Graduate Degree	Management	1	1	0-1 Miles	Pacific	47	1
AW00021952	S	F	70000.00	5	5	Bachelors	Professional	1	3	10+ Miles	Pacific	50	0
AW00021953	M	M	70000.00	5	5	Bachelors	Professional	0	3	10+ Miles	Pacific	51	0
AW00021954	S	F	70000.00	5	5	Bachelors	Professional	1	3	10+ Miles	Pacific	51	0
AW00021955	S	F	110000.00	1	0	Graduate Degree	Management	1	1	5-10 Miles	Pacific	49	1
AW00021956	S	M	120000.00	1	0	Graduate Degree	Management	0	1	1-2 Miles	Pacific	49	1
AW00021957	M	F	120000.00	1	0	Graduate Degree	Management	1	1	2-5 Miles	Pacific	49	1
AW00021958	S	F	130000.00	1	0	Graduate Degree	Management	0	0	0-1 Miles	Pacific	49	1
AW00021959	M	M	130000.00	1	0	Graduate Degree	Management	1	1	2-5 Miles	Pacific	49	1
AW00021960	M	F	70000.00	5	5	Bachelors	Professional	0	4	10+ Miles	Pacific	51	0
AW00021961	M	F	70000.00	5	5	Bachelors	Professional	1	4	10+ Miles	Pacific	51	0
AW00021962	S	F	80000.00	5	5	Graduate Degree	Management	1	2	0-1 Miles	Pacific	51	0
AW00021963	M	F	80000.00	5	5	Graduate Degree	Management	1	2	0-1 Miles	Pacific	51	0
AW00021964	M	M	80000.00	5	5	Graduate Degree	Management	1	3	0-1 Miles	Pacific	51	0
AW00021965	M	F	80000.00	5	5	Bachelors	Professional	1	3	0-1 Miles	Pacific	52	0
AW00021966	M	M	90000.00	2	0	Bachelors	Professional	1	0	2-5 Miles	Pacific	52	1
AW00021967	M	M	60000.00	2	2	Bachelors	Professional	1	1	2-5 Miles	Pacific	53	0
AW00021968	S	M	70000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	Pacific	50	1
AW00021969	S	F	70000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	Pacific	50	1
AW00021970	S	F	60000.00	3	3	Bachelors	Professional	1	2	5-10 Miles	Pacific	54	0
AW00021971	M	M	60000.00	4	4	Bachelors	Professional	1	2	5-10 Miles	Pacific	54	0
AW00021972	M	F	60000.00	4	4	Bachelors	Professional	0	2	0-1 Miles	Pacific	54	0
AW00021973	M	F	60000.00	4	4	Bachelors	Professional	0	3	10+ Miles	Pacific	54	0
AW00021974	S	F	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	54	1
AW00021975	M	M	60000.00	5	5	Bachelors	Professional	1	3	5-10 Miles	Pacific	55	0
AW00021976	S	F	60000.00	3	2	Bachelors	Professional	0	2	0-1 Miles	Pacific	55	1
AW00021977	S	M	70000.00	0	0	Bachelors	Professional	0	1	5-10 Miles	Pacific	55	0
AW00021978	M	F	90000.00	4	4	Bachelors	Professional	1	0	0-1 Miles	Pacific	51	0
AW00021979	M	M	60000.00	1	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	56	1
AW00021980	S	F	60000.00	1	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	57	1
AW00021981	M	F	60000.00	1	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	57	0
AW00021982	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	Pacific	57	1
AW00021983	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	Pacific	57	1
AW00021984	S	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	58	1
AW00021985	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	58	1
AW00021986	S	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	58	1
AW00021987	S	M	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	52	1
AW00021988	M	F	80000.00	5	5	Bachelors	Professional	1	4	0-1 Miles	Pacific	53	0
AW00021989	M	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	53	0
AW00021990	S	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	53	0
AW00021991	M	F	80000.00	5	5	Bachelors	Professional	0	4	0-1 Miles	Pacific	53	0
AW00021992	S	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	53	0
AW00021993	M	M	70000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	Pacific	54	0
AW00021994	S	F	90000.00	1	0	Bachelors	Professional	1	1	2-5 Miles	Pacific	59	1
AW00021995	S	F	70000.00	5	4	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	56	0
AW00021996	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	Pacific	56	1
AW00021997	M	M	80000.00	5	4	Bachelors	Professional	1	2	1-2 Miles	Pacific	60	0
AW00021998	M	M	90000.00	2	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	60	0
AW00021999	M	F	90000.00	2	0	Bachelors	Management	0	1	2-5 Miles	Pacific	60	1
AW00022000	M	F	100000.00	4	0	Bachelors	Management	1	2	0-1 Miles	Pacific	60	1
AW00022001	S	M	70000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	61	0
AW00022002	M	F	30000.00	2	0	Partial College	Clerical	0	2	0-1 Miles	Pacific	82	0
AW00022003	M	F	40000.00	2	0	Bachelors	Management	1	1	5-10 Miles	Pacific	82	0
AW00022004	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	58	1
AW00022005	M	F	70000.00	5	4	Partial College	Skilled Manual	0	3	5-10 Miles	Pacific	58	0
AW00022006	M	M	70000.00	5	4	Partial College	Skilled Manual	1	3	5-10 Miles	Pacific	58	0
AW00022007	S	F	30000.00	0	0	High School	Skilled Manual	0	2	5-10 Miles	North America	42	0
AW00022008	S	F	40000.00	0	0	High School	Skilled Manual	0	1	0-1 Miles	North America	43	1
AW00022009	S	M	40000.00	0	0	High School	Skilled Manual	1	1	5-10 Miles	North America	43	0
AW00022010	S	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43	0
AW00022011	S	M	30000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	37	0
AW00022012	S	F	30000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	38	0
AW00022013	S	M	30000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	38	1
AW00022014	S	M	30000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	38	0
AW00022015	M	F	30000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	38	0
AW00022016	S	M	30000.00	0	0	Partial High School	Clerical	0	2	0-1 Miles	North America	38	1
AW00022017	M	F	30000.00	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	80	0
AW00022018	M	M	40000.00	2	0	Bachelors	Management	1	2	0-1 Miles	Pacific	81	0
AW00022019	M	F	40000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	40	0
AW00022020	M	M	40000.00	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	80	0
AW00022021	S	M	30000.00	0	0	Partial High School	Clerical	0	2	5-10 Miles	North America	41	0
AW00022022	S	M	30000.00	0	0	Partial High School	Clerical	0	2	5-10 Miles	North America	41	0
AW00022023	S	M	30000.00	0	0	Partial High School	Clerical	0	2	0-1 Miles	North America	41	0
AW00022024	S	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	41	0
AW00022025	S	F	40000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	41	0
AW00022026	M	F	30000.00	0	0	Partial High School	Clerical	0	2	0-1 Miles	North America	39	0
AW00022027	S	M	30000.00	0	0	Partial High School	Clerical	0	2	5-10 Miles	North America	39	0
AW00022028	M	F	30000.00	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	78	0
AW00022029	M	F	40000.00	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	79	0
AW00022030	M	F	40000.00	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	78	1
AW00022031	M	M	40000.00	2	0	Bachelors	Management	1	2	0-1 Miles	Pacific	78	1
AW00022032	M	M	40000.00	2	0	Bachelors	Management	1	2	0-1 Miles	Pacific	76	1
AW00022033	S	M	50000.00	2	0	Graduate Degree	Management	1	1	5-10 Miles	Pacific	76	1
AW00022034	M	M	40000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	42	0
AW00022035	M	M	40000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	42	0
AW00022036	S	F	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	43	1
AW00022037	M	F	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	43	0
AW00022038	S	F	50000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	44	0
AW00022039	S	F	50000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	44	0
AW00022040	M	M	50000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	44	0
AW00022041	S	F	60000.00	0	0	Partial College	Skilled Manual	0	1	5-10 Miles	North America	45	1
AW00022042	M	F	70000.00	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	46	1
AW00022043	S	F	70000.00	0	0	Partial College	Skilled Manual	0	2	0-1 Miles	North America	46	1
AW00022044	S	M	80000.00	0	0	Bachelors	Management	0	1	0-1 Miles	North America	46	1
AW00022045	S	M	80000.00	0	0	Bachelors	Management	0	1	0-1 Miles	North America	50	1
AW00022046	S	F	80000.00	0	0	Bachelors	Management	0	1	0-1 Miles	North America	50	1
AW00022047	M	M	90000.00	4	4	Bachelors	Management	1	1	1-2 Miles	North America	49	0
AW00022048	M	F	100000.00	1	0	Bachelors	Management	1	2	1-2 Miles	North America	51	1
AW00022049	S	M	130000.00	0	0	Graduate Degree	Management	0	1	10+ Miles	North America	51	0
AW00022050	S	M	90000.00	4	4	Bachelors	Management	1	1	1-2 Miles	North America	50	1
AW00022051	S	F	90000.00	4	4	Partial College	Skilled Manual	0	3	1-2 Miles	North America	49	0
AW00022052	M	M	110000.00	2	1	Graduate Degree	Management	1	3	1-2 Miles	North America	50	0
AW00022053	S	M	120000.00	1	1	Bachelors	Management	0	4	0-1 Miles	North America	49	0
AW00022054	S	M	120000.00	1	1	Bachelors	Management	1	4	2-5 Miles	North America	50	1
AW00022055	M	F	120000.00	1	1	Bachelors	Management	1	4	0-1 Miles	North America	50	0
AW00022056	M	M	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	39	0
AW00022057	S	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	39	0
AW00022058	S	M	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	40	1
AW00022059	M	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	40	0
AW00022060	M	M	40000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	40	0
AW00022061	S	F	60000.00	0	0	Partial College	Skilled Manual	0	2	1-2 Miles	North America	40	1
AW00022062	S	M	60000.00	0	0	Partial College	Skilled Manual	0	2	1-2 Miles	North America	40	1
AW00022063	M	F	10000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	73	0
AW00022064	M	M	20000.00	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	73	0
AW00022065	M	M	20000.00	4	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	72	0
AW00022066	M	F	70000.00	1	1	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	47	1
AW00022067	M	F	70000.00	1	1	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	47	1
AW00022068	S	M	100000.00	0	2	Partial College	Professional	1	2	5-10 Miles	North America	55	0
AW00022069	S	F	100000.00	0	2	Partial College	Professional	1	2	5-10 Miles	North America	54	0
AW00022070	M	M	110000.00	4	3	Bachelors	Management	1	0	5-10 Miles	North America	55	0
AW00022071	S	M	110000.00	4	3	Bachelors	Management	0	0	1-2 Miles	North America	54	0
AW00022072	S	M	160000.00	2	2	Bachelors	Management	0	2	0-1 Miles	North America	55	1
AW00022073	M	M	90000.00	5	4	Partial College	Professional	1	4	5-10 Miles	North America	55	0
AW00022074	S	M	100000.00	1	2	Partial College	Professional	1	4	5-10 Miles	North America	56	1
AW00022075	M	M	110000.00	1	3	Bachelors	Management	1	1	5-10 Miles	North America	56	0
AW00022076	M	M	110000.00	1	3	Bachelors	Management	1	2	1-2 Miles	North America	56	0
AW00022077	M	M	110000.00	1	3	Bachelors	Management	1	3	5-10 Miles	North America	56	0
AW00022078	M	M	120000.00	1	3	Partial College	Professional	1	4	5-10 Miles	North America	56	1
AW00022079	M	F	70000.00	5	4	Partial College	Professional	1	3	5-10 Miles	North America	57	0
AW00022080	M	F	70000.00	5	4	Partial College	Professional	1	3	1-2 Miles	North America	56	0
AW00022081	M	F	100000.00	3	2	Partial College	Professional	1	4	1-2 Miles	North America	57	0
AW00022082	S	M	110000.00	1	3	Bachelors	Management	1	3	5-10 Miles	North America	57	1
AW00022083	M	M	110000.00	1	3	Bachelors	Management	1	3	2-5 Miles	North America	57	0
AW00022084	M	M	110000.00	1	3	Partial College	Professional	1	4	5-10 Miles	North America	57	0
AW00022085	M	F	110000.00	1	3	Partial College	Professional	1	4	5-10 Miles	North America	57	0
AW00022086	M	F	110000.00	1	3	Partial College	Professional	1	4	5-10 Miles	North America	56	0
AW00022087	M	F	120000.00	1	3	High School	Professional	1	4	2-5 Miles	North America	57	0
AW00022088	M	F	130000.00	1	3	Bachelors	Management	1	2	0-1 Miles	North America	57	1
AW00022089	M	M	130000.00	1	3	Bachelors	Management	1	3	0-1 Miles	North America	57	1
AW00022090	M	F	70000.00	4	3	High School	Professional	1	0	1-2 Miles	North America	62	0
AW00022091	M	F	80000.00	3	2	Partial College	Professional	1	1	5-10 Miles	North America	63	1
AW00022092	M	F	90000.00	2	1	High School	Professional	1	1	10+ Miles	North America	63	1
AW00022093	M	F	90000.00	2	1	High School	Professional	1	1	10+ Miles	North America	63	1
AW00022094	M	M	90000.00	2	1	High School	Professional	1	1	10+ Miles	North America	63	1
AW00022095	S	M	90000.00	2	1	High School	Professional	1	1	10+ Miles	North America	63	0
AW00022096	S	M	70000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	0
AW00022097	M	M	40000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	83	0
AW00022098	S	F	50000.00	2	0	Graduate Degree	Management	0	2	1-2 Miles	North America	83	0
AW00022099	M	M	80000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	83	1
AW00022100	M	M	80000.00	5	4	Partial College	Professional	1	3	1-2 Miles	North America	58	0
AW00022101	S	F	90000.00	4	3	High School	Professional	0	3	1-2 Miles	North America	58	0
AW00022102	M	M	100000.00	0	3	Partial College	Professional	1	1	1-2 Miles	North America	58	0
AW00022103	M	F	110000.00	3	3	Partial College	Professional	0	4	2-5 Miles	North America	58	0
AW00022104	S	M	110000.00	4	3	Partial College	Professional	1	4	5-10 Miles	North America	58	1
AW00022105	M	F	120000.00	5	4	High School	Professional	1	2	2-5 Miles	North America	58	0
AW00022106	M	F	160000.00	1	3	Partial College	Professional	1	2	0-1 Miles	North America	58	1
AW00022107	S	M	70000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	64	0
AW00022108	S	M	70000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	64	0
AW00022109	M	M	60000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	64	1
AW00022110	M	M	60000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	0
AW00022111	M	F	60000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	64	1
AW00022112	M	F	60000.00	3	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	63	1
AW00022113	S	F	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00022114	M	M	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00022115	M	M	70000.00	3	0	Graduate Degree	Management	0	2	1-2 Miles	North America	65	1
AW00022116	S	M	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00022117	M	F	70000.00	3	0	Graduate Degree	Management	1	2	1-2 Miles	North America	65	1
AW00022118	S	F	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00022119	M	F	70000.00	3	0	Graduate Degree	Management	1	2	1-2 Miles	North America	65	1
AW00022120	M	F	60000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00022121	M	M	40000.00	3	0	Partial College	Professional	0	2	1-2 Miles	North America	66	1
AW00022122	M	F	40000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	66	0
AW00022123	S	F	60000.00	3	0	Graduate Degree	Management	1	2	10+ Miles	North America	81	0
AW00022124	M	F	60000.00	3	0	Graduate Degree	Management	1	2	10+ Miles	North America	81	0
AW00022125	M	M	60000.00	3	0	Graduate Degree	Management	1	2	10+ Miles	North America	81	0
AW00022126	M	F	60000.00	3	0	Graduate Degree	Management	0	2	1-2 Miles	North America	81	0
AW00022127	M	M	60000.00	3	0	Graduate Degree	Management	1	2	1-2 Miles	North America	80	0
AW00022128	M	F	70000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	80	1
AW00022129	M	F	70000.00	4	0	Graduate Degree	Management	1	2	10+ Miles	North America	79	1
AW00022130	M	M	70000.00	5	0	Graduate Degree	Management	1	2	1-2 Miles	North America	80	1
AW00022131	M	F	70000.00	5	0	Graduate Degree	Management	1	2	10+ Miles	North America	80	1
AW00022132	M	F	70000.00	5	0	Graduate Degree	Management	1	2	10+ Miles	North America	80	1
AW00022133	M	M	80000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	80	1
AW00022134	M	M	60000.00	3	0	Graduate Degree	Management	1	2	10+ Miles	North America	79	0
AW00022135	M	F	70000.00	5	0	Graduate Degree	Management	1	2	10+ Miles	North America	79	1
AW00022136	M	M	80000.00	4	0	Graduate Degree	Management	1	2	5-10 Miles	North America	78	1
AW00022137	M	F	60000.00	3	0	Graduate Degree	Management	1	2	10+ Miles	North America	78	1
AW00022138	M	F	80000.00	4	0	Graduate Degree	Management	1	2	5-10 Miles	North America	78	0
AW00022139	M	M	80000.00	4	0	Bachelors	Management	1	2	1-2 Miles	North America	78	1
AW00022140	M	F	50000.00	4	0	Bachelors	Management	1	2	1-2 Miles	North America	76	1
AW00022141	M	M	50000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	77	0
AW00022142	M	M	50000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	77	0
AW00022143	M	F	50000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	77	0
AW00022144	M	M	60000.00	3	0	Graduate Degree	Management	1	2	1-2 Miles	North America	77	0
AW00022145	M	M	60000.00	3	0	Graduate Degree	Management	1	2	10+ Miles	North America	77	0
AW00022146	S	M	50000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	76	0
AW00022147	M	M	10000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	71	0
AW00022148	M	F	10000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	71	0
AW00022149	M	M	20000.00	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	71	0
